comment_id,video_id,date,body,rating
UgzYexcaXBJ0LynLTOF4AaABAg,0tO_l_Ed5Rs,2018-10-24T15:59:36Z,I'm hella late but good job matt,1
Ugyni2W3FKuZDHttnjp4AaABAg,0tO_l_Ed5Rs,2019-02-27T17:23:26Z,Definitely doesn't deserve dislikes on that level.,1
Ugxr5x-GjFOABloQKV14AaABAg,0tO_l_Ed5Rs,2019-01-10T02:18:07Z,Bro when's the next song don't let the haters stop you,1
UgzGBY1UTZtRhbi1g194AaABAg,0tO_l_Ed5Rs,2019-03-13T17:36:52Z,matthew you should become a rapper,1
Ugw14k_O9DwNi2ImCSp4AaABAg,0tO_l_Ed5Rs,2018-09-17T13:24:04Z,Love this so much. Matthew you are a beautiful man. Dont stop doing what your doing. You be you.,1
UgwJHx07Hjq99EpujQd4AaABAg,0tO_l_Ed5Rs,2018-10-14T16:23:03Z,not bad actually..,1
UgyHfJNaY-bgI_30eFB4AaABAg,0tO_l_Ed5Rs,2019-03-15T01:02:38Z,This is super fresh lol good job Matt,1
UgwJnSiT01EhJJym8zl4AaABAg,0tO_l_Ed5Rs,2019-04-01T07:45:31Z,I don't get why all the dislikes. This isn't bad.,1
Ugw_yUIuD020h9TcGIZ4AaABAg,0tO_l_Ed5Rs,2018-03-05T18:43:25Z,Underrated,1
UgxXDo6_Q8JEq7r-OhJ4AaABAg,0tO_l_Ed5Rs,2018-03-15T21:22:49Z,Dope trackguyz!,1
UgwSy2unEcNog8zWiQR4AaABAg,0tO_l_Ed5Rs,2018-03-06T01:56:17Z,dam i love the thumbnail,1
UgyDduR44vVonzXkWyN4AaABAg,0tO_l_Ed5Rs,2018-07-15T12:51:39Z,Matt dropping bars!! Awesome job Matt!!!!,1
UgzxCp63Q0YHleBDIht4AaABAg,0tO_l_Ed5Rs,2018-04-01T20:32:16Z,I feel like Elevans part was the best and Matts after,1
Ugx4maz9Jy5xA8TIp894AaABAg,0tO_l_Ed5Rs,2018-03-27T10:45:11Z,"matt you straight dissen jake and rice, love it !",1
UgzcERV4W97B8btODml4AaABAg,0tO_l_Ed5Rs,2018-03-25T13:41:51Z,I like this so much well done Mathew,1
Ugxmpl6cGSCAJUsTfFF4AaABAg,0tO_l_Ed5Rs,2018-05-15T18:55:53Z,Matt! This is so good. Production quality on point. Words on point. You all sounded so good! Loved it!!! - Kristen,1
Ugwgee2Xg36YfdaqOJR4AaABAg,0tO_l_Ed5Rs,2018-04-05T01:52:23Z,This ain’t that bad guys ...,1
UgwT9F3OFVNxlrwMgDl4AaABAg,0tO_l_Ed5Rs,2018-02-04T00:00:30Z,"Sick beats Matt, sick beats.",1
UgziBKs3B7btyR0hWOd4AaABAg,0tO_l_Ed5Rs,2018-02-09T21:43:17Z,My fav part audit it I got it lit,1
Ugwb8flg9cGO8KuZocB4AaABAg,0tO_l_Ed5Rs,2018-01-26T02:05:53Z,100% cool (IMHO),1
UgyTLH8fe9YecyFMP8d4AaABAg,0tO_l_Ed5Rs,2018-01-31T23:41:54Z,still better than gucci,1
UgwKto97pMKGpKs3LCx4AaABAg,0tO_l_Ed5Rs,2017-12-17T04:09:40Z,Ey that was actually pretty good,1
UgxvMOe0aHLod0C_yAV4AaABAg,0tO_l_Ed5Rs,2017-12-17T15:14:00Z,"This is good!.
Why does this have soo many dislikes?",1
UgzdQzZrkiiAU3S1jTZ4AaABAg,0tO_l_Ed5Rs,2017-12-28T03:44:32Z,He's actually really good,1
Ugzp69CIXgAmpNTsTwV4AaABAg,0tO_l_Ed5Rs,2017-12-24T01:09:43Z,Subscribed,1
Ugyjr2OROxoMp-vsR8J4AaABAg,0tO_l_Ed5Rs,2017-12-13T21:15:57Z,"Meh good first music video, good job.",1
UgxIc5sf1M34_koLsWx4AaABAg,0tO_l_Ed5Rs,2017-12-11T06:35:30Z,Nice,1
UgxLQEpLJDVMZYb0TpN4AaABAg,0tO_l_Ed5Rs,2017-12-22T11:53:52Z,"This is fire, why all the dislikes?",1
Ugz45KpV2jwk2EvslgF4AaABAg,0tO_l_Ed5Rs,2017-12-16T02:52:34Z,Matthew killed it,1
UgyXDRCESrBl8U7DAX14AaABAg,0tO_l_Ed5Rs,2017-12-10T19:26:20Z,Yo my dude u can rap enter the rap game u will kil it,1
UgyxLky_RJGc9vWLckp4AaABAg,0tO_l_Ed5Rs,2017-12-19T06:08:56Z,Is this on Spotify? Love the song,1
UgzrxlyZqaH52PdzLcZ4AaABAg,0tO_l_Ed5Rs,2017-12-07T02:56:56Z,"20k and 20k,i say ",1
UgxkwZC9NwU34bfr4ht4AaABAg,0tO_l_Ed5Rs,2017-12-09T13:58:41Z,"I love this, it’s amazing and I have no words, Matthew has made me speechless and I just love this ",1
Ugxf7q6yAaWxst4MsNR4AaABAg,0tO_l_Ed5Rs,2017-12-06T01:54:33Z, Looooooved it!,1
UgwRNFzeyPIjWOHhT0R4AaABAg,0tO_l_Ed5Rs,2017-12-07T23:39:24Z,"imma be honest, i love Matthew but his voice isnt much of a rappers voice xP",1
UgwgOZ2IbV7_UJix1lp4AaABAg,0tO_l_Ed5Rs,2017-12-08T05:20:22Z,I love you .,1
UgwZXfepT--49DI2bZt4AaABAg,0tO_l_Ed5Rs,2017-12-06T01:31:08Z,Actually not too bad.,1
UgypIMQZ6q0oMvw4sQN4AaABAg,0tO_l_Ed5Rs,2017-12-08T07:18:49Z,DANG DOG. I seriously don't have  any words. that was amazing. Love the message and content. Can't wait for more videos like this.,1
UgzzQmi5kDSerhBgD_h4AaABAg,0tO_l_Ed5Rs,2017-12-05T03:58:31Z,Matthew looks great!,1
UgzQg1V08S3Q3ilcNAB4AaABAg,0tO_l_Ed5Rs,2017-12-04T20:33:10Z,"this is a youtuber song that I actually did enjoy, why so many dislikes?",1
Ugx-WqTr5eeaPrZMl2x4AaABAg,0tO_l_Ed5Rs,2017-12-05T09:36:47Z,"love it!  so talented Matt!  i love all your videos, no matter the content :D",1
UgxUlw-8FqnIRNOF4Hx4AaABAg,0tO_l_Ed5Rs,2017-12-05T16:33:17Z,Love this song,1
UgysRDyDOo9Kb7z-p2Z4AaABAg,0tO_l_Ed5Rs,2017-12-04T21:11:22Z,Love this song,1
Ugwa7rQtMr5xoYEHKtJ4AaABAg,0tO_l_Ed5Rs,2017-12-05T00:10:29Z,Wow 20k likes and 20k dislikes just wow. How could so many ppl dislike this? Its so great. Good job to everyone who made this music video possible im so proud of all of you. Especially u Matt. Good job everyone and have an amazing day.,1
UgxaThoEcpgvFlgdOEB4AaABAg,0tO_l_Ed5Rs,2017-12-04T22:49:55Z,"This is fire 
Love you matt man I love your work keep doing it have a great day",1
UgytN7D5fIIuE-zAwsd4AaABAg,0tO_l_Ed5Rs,2017-12-03T12:06:59Z,that was cute,1
Ugysmml0mC5bdlPhp9p4AaABAg,0tO_l_Ed5Rs,2017-12-04T04:00:33Z,Not bad at all.,1
UgwlN8vvfgvoYXoMY714AaABAg,0tO_l_Ed5Rs,2017-12-03T06:08:12Z,My small crush on Matt grew like 50 times during this video oh my god,1
UgxX3sroO_wmTqFmvHJ4AaABAg,0tO_l_Ed5Rs,2017-12-03T02:17:07Z,"I don't like the type of music but that's just me. I think you did a good job. Keep trying, the more music that you make the better you will get and you will appeal to a greater adiuence. I will watch everyone that you post and never unsubscribe.",1
UgxVf6VaIS-ZuZ92vx54AaABAg,0tO_l_Ed5Rs,2017-12-04T03:22:04Z,Good ish.,1
UgxrMduNPVZ_RneGxcx4AaABAg,0tO_l_Ed5Rs,2017-12-02T23:47:54Z,I'm shook this is good,1
UgztW8ogq51lT-oXSvR4AaABAg,0tO_l_Ed5Rs,2017-12-02T00:16:29Z,I really like this song tbh,1
UgxPzGDG1bQ7qsWjD994AaABAg,0tO_l_Ed5Rs,2017-12-01T20:48:09Z,I like it. Its better than most YouTubers songs for sure. I just hate youtubers that make rap songs. They are cringy af.,1
Ugww-V35HzQqIUrUFlV4AaABAg,0tO_l_Ed5Rs,2017-11-30T19:00:48Z,This sounds like a disstrack to literally every single view hungry YouTuber in existence and I love it with a passion,1
UgwxU5U7bMSRipXzDsN4AaABAg,0tO_l_Ed5Rs,2017-12-01T18:16:08Z,We love you Matt! (:,1
UgxiGd1MIZyjd-uVwpx4AaABAg,0tO_l_Ed5Rs,2017-11-30T22:56:13Z,"I actually enjoyed this song, why so much hate on it?",1
Ugw2CrNBhVGE7Aqr3j94AaABAg,0tO_l_Ed5Rs,2017-12-01T05:09:34Z,This exceeded expectations and I love it! Sorry I saw it late but this is really interesting commentary and I appreciate that. It's really good!,1
Ugx1Y-iKqyc1oy2wZKR4AaABAg,0tO_l_Ed5Rs,2017-11-30T21:49:12Z,LOOOOOVOEEEE ITTTTT,1
Ugy9G-7U9zI4PvoB2R94AaABAg,0tO_l_Ed5Rs,2017-12-01T06:05:48Z,That is the best,1
UgzVmFvC1z4UyyaM5bt4AaABAg,0tO_l_Ed5Rs,2017-12-01T03:44:01Z,"im crying, this is so good",1
Ugznrp_JSewjoWDuOQR4AaABAg,0tO_l_Ed5Rs,2017-11-30T18:41:30Z,I JUST SAW YOU ON WE DAY ATLANTIC CANADA!!! Extremely inspiring  love you ,1
UgzSLT6AiRVRKMRuQ_N4AaABAg,0tO_l_Ed5Rs,2017-12-01T01:57:18Z,objectively this is BY FAR the best you tuber song why the dislikes?? really there is no argument here,1
UgwHbe9md0_D1zWvS-54AaABAg,0tO_l_Ed5Rs,2017-11-29T19:06:12Z,I miss all of your clones and comedy skits,1
UgwXlZmNfCbDKye6AUF4AaABAg,0tO_l_Ed5Rs,2017-11-29T13:22:57Z,I love Matt's versatility: FACTS!,1
Ugwr2Jwx-CNeezZQuS14AaABAg,0tO_l_Ed5Rs,2017-11-29T04:05:11Z,nice!!!,1
UgwngTv7Bcdl0riz5ZF4AaABAg,0tO_l_Ed5Rs,2017-11-29T06:19:37Z,awesome,1
UgxREmOjiLQksLeYWup4AaABAg,0tO_l_Ed5Rs,2017-11-27T08:14:27Z,Love it!,1
Ugxzgl2cSYkUKTOHhBh4AaABAg,0tO_l_Ed5Rs,2017-11-26T18:13:24Z,"I like it tbh, you just need to find the true meaning behind the song.",1
UgwNpfyvzcg5k0iaeYt4AaABAg,0tO_l_Ed5Rs,2017-11-27T13:00:37Z,I love you Mattew.  I'm glad you did this. I really do like it.,1
UgyXv0__YIPgja7PgzV4AaABAg,0tO_l_Ed5Rs,2017-11-27T22:07:12Z,I got your back. You can always rely on us to listen,1
Ugw5_n4JheMvqK7gH0N4AaABAg,0tO_l_Ed5Rs,2017-11-27T08:24:57Z,GERARD APPROVES,1
Ugy_yEiCGAwS1hRLlcB4AaABAg,0tO_l_Ed5Rs,2017-11-27T02:09:19Z,You look soooo Fucken sexy!!!,1
UgwKMkiNveF6W74-6Wh4AaABAg,0tO_l_Ed5Rs,2017-11-28T01:44:36Z,Pretty good,1
UgxIj0UV5u4thzFA8it4AaABAg,0tO_l_Ed5Rs,2017-11-27T23:51:28Z,Man this was actually pretty good ingnore the dislikes carry on being amazin,1
UgyVQUmU8s85XIFXkx54AaABAg,0tO_l_Ed5Rs,2017-11-27T22:55:29Z,"You used to work with members then made videos, now your hiting the industry. Your an amamzing person with great talent! Keep up the good work friend :)",1
Ugy60UcCBlv8ZgSVtWZ4AaABAg,0tO_l_Ed5Rs,2017-11-25T07:15:23Z,I liked it,1
Ugx5WaP-kIMBoDdkliZ4AaABAg,0tO_l_Ed5Rs,2017-11-26T01:18:48Z,"Awesome! Dude has talent, this is absolutely amazing Matthew! Hopefully you make more!",1
UgzUhA6iheMlhaNVBAN4AaABAg,0tO_l_Ed5Rs,2017-11-25T00:08:01Z,This is sweet I love it,1
Ugx4F6KNxr46qdI1c-h4AaABAg,0tO_l_Ed5Rs,2017-11-25T05:02:38Z,I am now just seeing this video and realized it was on my birthday lol thanks a lot Mat you made my day today,1
UgzDSmJ92oRKqokVKPV4AaABAg,0tO_l_Ed5Rs,2017-11-24T20:52:14Z,This is fire,1
UgwsdE-nhRPF5tzT_dF4AaABAg,0tO_l_Ed5Rs,2017-11-26T06:24:56Z,"Matt, do everyone a favor: ignore the haters and hate comments/dislikes. I thought it was pretty good. Besides, you should do what you want, not what they want.",1
UgyFe7JzVN9j-u2S76l4AaABAg,0tO_l_Ed5Rs,2017-11-24T16:48:21Z,Dope song,1
Ugwj-z1rXzVxHt2lV-Z4AaABAg,0tO_l_Ed5Rs,2017-11-23T16:34:25Z,"i kinda like the song it has a catchy beat. a song made by a you tuber thats not a diss track, now tell me this guy isn't original",1
UgysrH06lTUp3MAlMqR4AaABAg,0tO_l_Ed5Rs,2017-11-23T12:24:10Z,Very rarely post on vbids and I havn't been signed in but I had to sign in to this to say wow! I loved it! the message behind it is amazing! I will be having thison my phone! hard thing is depression if this keeps you going keep at it man! practice makes perfect!!!!!! keep up the good work!! :D,1
UgxNFfvY65Wv3m1emZh4AaABAg,0tO_l_Ed5Rs,2017-11-24T06:00:25Z,Not bad.....not bad,1
UgzKlvWdmDvXuCnugql4AaABAg,0tO_l_Ed5Rs,2017-11-23T22:17:29Z,hmm not bad not bad at all,1
UgxEuXZ_Bkt74VOC9Ld4AaABAg,0tO_l_Ed5Rs,2017-11-23T14:26:05Z,i liked dis tho,1
UgyX7xKVFt4PoorWZqx4AaABAg,0tO_l_Ed5Rs,2017-11-24T19:07:08Z,I like the song. Vid looks great as well.  Just sucks that there are 20k dislikes and 18k likes. I like it tho,1
Ugw3353QryaOPkrozzN4AaABAg,0tO_l_Ed5Rs,2017-11-23T06:03:58Z,"Why is this getting so much hate, it's great Matt's trying new things and broadaning the horizon.",1
UgxAcCxIXD-BdRQUj7F4AaABAg,0tO_l_Ed5Rs,2017-11-23T01:27:55Z,I liked this :),1
Ugx5U4DxhuaIwrQKCw14AaABAg,0tO_l_Ed5Rs,2017-11-23T07:51:43Z,Love this you swoll asf,1
UgxZqfFlG2DM2TZ_vCB4AaABAg,0tO_l_Ed5Rs,2017-11-22T23:29:47Z,You have a beautiful singing voice,1
UgwnlBMqBWGeuF87D9p4AaABAg,0tO_l_Ed5Rs,2017-11-22T15:22:46Z,I came in wanting to hate it but this is actually good,1
Ugwa3gd-Op6dPLSHm2Z4AaABAg,0tO_l_Ed5Rs,2017-11-22T11:57:49Z,first rap I've heard with real and meaningful lyrics,1
UgxfnnuX8B2Z6WcYLMB4AaABAg,0tO_l_Ed5Rs,2017-11-21T20:53:31Z,Love seeing this... It's about time someone brought something different to the table. Keep it up love your content.,1
UgwegkMHLXd5P3_3E_N4AaABAg,0tO_l_Ed5Rs,2017-11-22T10:23:14Z,Loved humble on this!,1
UgxuCsvrWIOvVOJyGeZ4AaABAg,0tO_l_Ed5Rs,2017-11-22T03:15:19Z,love it,1
Ugz8msUD4DoFabuIPVx4AaABAg,0tO_l_Ed5Rs,2017-11-21T15:25:43Z,Great song Matt,1
Ugy9IEewklzsLNQ7ajt4AaABAg,0tO_l_Ed5Rs,2017-11-22T07:26:51Z,I actually liked the song,1
UgzqPkLaLikW9v22qq14AaABAg,0tO_l_Ed5Rs,2017-11-21T18:12:49Z,wHY ALL THE HATE MAN?iT WAS LIT AF!!!!,1
UgxY4senNxgl81-AFnZ4AaABAg,0tO_l_Ed5Rs,2017-11-20T16:14:15Z,This was so bomb!! I love it!,1
UgzF_1XtZXblZClRkFZ4AaABAg,0tO_l_Ed5Rs,2017-11-20T14:23:21Z,hello mat don't listen to the hate comments btw the vid is awesome! :),1
Ugw8YRoqClpsWnyB69J4AaABAg,0tO_l_Ed5Rs,2017-11-20T21:04:16Z,Awesome matt,1
Ugy8ebdhUp9GIrsOvlt4AaABAg,0tO_l_Ed5Rs,2017-11-20T08:33:41Z,Awesome!!,1
Ugw-epwszEJSUWpF1Vd4AaABAg,0tO_l_Ed5Rs,2017-11-20T07:29:25Z,You killed it f the haters,1
Ugz7iSDEmwxHE3inm1J4AaABAg,0tO_l_Ed5Rs,2017-11-21T03:49:32Z,"I don’t under why this has more dislikes than likes, this was an awesome song!",1
UgzZISWAsrgDovQzwbt4AaABAg,0tO_l_Ed5Rs,2017-11-20T17:54:36Z,I'm sorry you got so much hate I thought it was great matt,1
Ugxc4upOCUYAzc4zjj54AaABAg,0tO_l_Ed5Rs,2017-11-20T16:07:46Z,Mathew killed it haha,1
UgyMtH-sjSW9WuTbtzl4AaABAg,0tO_l_Ed5Rs,2017-11-19T06:34:55Z,THIS SONG IS OK DOPEEEE,1
UgzxzAbAAJj_qRvFMGR4AaABAg,0tO_l_Ed5Rs,2017-11-19T22:24:21Z,Love your stuff Matthew!,1
Ugzree3s4HhhIlhoF5Z4AaABAg,0tO_l_Ed5Rs,2017-11-19T23:59:54Z,atleast its better then hefner by tana mongeau,1
Ugzm9KTVM8vi91SrGw14AaABAg,0tO_l_Ed5Rs,2017-11-19T07:43:54Z,"I loved the honesty in this video, keep up the great work man!",1
Ugwic3oJ9jegmOlUq5J4AaABAg,0tO_l_Ed5Rs,2017-11-19T17:42:09Z,Matts part is the best,1
UgzxUcUlOO48DtQVSSB4AaABAg,0tO_l_Ed5Rs,2017-11-20T01:29:19Z,Hey I got 50 amazing facts for you number 1. Keep up the great work,1
UgwelwGK-lkjazfgJzZ4AaABAg,0tO_l_Ed5Rs,2017-11-19T13:21:56Z,"I find this video awesome ! I like how you rap Matt! You are awesome, keep it up. Love your content and can't wait for the next video.",1
UgyjX1OCwKtvMHlDiZl4AaABAg,0tO_l_Ed5Rs,2017-11-18T23:02:56Z,So much hate this music video got ,1
UgxA1B2jDe0uZ1So63N4AaABAg,0tO_l_Ed5Rs,2017-11-18T02:34:32Z,At least it was better than jake paul,1
UgxtvwQae0zehrtQ31x4AaABAg,0tO_l_Ed5Rs,2017-11-18T14:14:19Z,very good!!!,1
UgwwwdYd3dklQC3Yy-J4AaABAg,0tO_l_Ed5Rs,2017-11-17T23:45:36Z,Matt killing it,1
UgxcERakFd-pyslvc394AaABAg,0tO_l_Ed5Rs,2017-11-17T19:20:41Z,cool song i like it,1
UgyQ2NNGS9qu-dkMZXR4AaABAg,0tO_l_Ed5Rs,2017-11-17T06:11:42Z,Didn't like the mix/master but the song is awesome! Well done matt,1
UgxtP7tE5iLEyTQyy5h4AaABAg,0tO_l_Ed5Rs,2017-11-17T13:22:37Z,"Matt do whatever you want man,  I'll always be a fan of yours.",1
Ugyu9GNr5bId8XzJk1l4AaABAg,0tO_l_Ed5Rs,2017-11-17T06:34:48Z,Love it!!! :D,1
UgwazgXNn-09QvAZTIB4AaABAg,0tO_l_Ed5Rs,2017-11-17T09:03:02Z,"Call me crazy, but I like it.",1
UgwZITAh0xY_xb9XY3J4AaABAg,0tO_l_Ed5Rs,2017-11-17T06:03:39Z,The song is not bad it's just has a weak hook,1
UgxPCJ4zZ-tNc1L0isd4AaABAg,0tO_l_Ed5Rs,2017-11-17T09:03:58Z,it is actually a good song.,1
UgyBQiiYv5jr1O3r49p4AaABAg,0tO_l_Ed5Rs,2017-11-17T00:46:02Z,i like it.,1
UgzoDHEuxU3-YlQj8EF4AaABAg,0tO_l_Ed5Rs,2017-11-16T23:40:31Z,O my god this is the best song ive ever heard matthew you sound mazing,1
UgwwQQJnrI8E8GkNfwF4AaABAg,0tO_l_Ed5Rs,2017-11-16T16:08:19Z,"CERTAINLY BETTER THAN JAKE PAUL

Keep up the work",1
UgxR2a7VOy1vz-LfsMN4AaABAg,0tO_l_Ed5Rs,2017-11-17T03:53:23Z,Awesome song bro,1
UgyY2ZSRVp7-1WeueBp4AaABAg,0tO_l_Ed5Rs,2017-11-17T03:31:31Z,Pretty good,1
Ugy8OQ-WtvzwbHn948l4AaABAg,0tO_l_Ed5Rs,2017-11-16T15:30:57Z,love you matt,1
UgxSSZp3mIE68f2JryJ4AaABAg,0tO_l_Ed5Rs,2018-03-06T04:43:12Z,"Why does this have more dislikes than likes? It was actually pretty good, especially his message of how youtubers start to act overtime",1
UgzclEh95Lu-thUHUx14AaABAg,0tO_l_Ed5Rs,2017-11-16T19:07:20Z,Don’t listen to the haters! Awesome video,1
Ugz983jXS8MCTr2XXl14AaABAg,0tO_l_Ed5Rs,2017-11-17T03:00:16Z,I like this Matt Hey go hard props,1
Ugzh9WxJIm12V55ebsB4AaABAg,0tO_l_Ed5Rs,2017-11-16T09:20:29Z,damn. like straight up damn.,1
UgyKsi14DRDSsONPUch4AaABAg,0tO_l_Ed5Rs,2017-11-16T14:43:11Z,"Man this song deserve more likes than dislikes,don't be haters",1
Ugyk3-Gb5OsnHQFbhDx4AaABAg,0tO_l_Ed5Rs,2017-11-16T13:09:45Z,Nice vocals,1
UgxiXA2jZ04LE65oJhR4AaABAg,0tO_l_Ed5Rs,2017-11-16T15:24:19Z,"It's great song ,",1
Ugxb0bPzAOfFmD8zWGt4AaABAg,0tO_l_Ed5Rs,2017-11-16T12:47:56Z,Like if Mathew Santoro saved hip hop,1
Ugzl0-nWMSiRHWGX-B54AaABAg,0tO_l_Ed5Rs,2017-11-16T14:55:32Z,I love Matt!! Been a fan and subscriber since 2011. I love the new direction his channel has taken! I always new he would be huge!,1
UgzWNfKIwwjYk7mkWr14AaABAg,0tO_l_Ed5Rs,2017-11-16T03:57:15Z,"It is a pretty chill song, good job",1
UgxAc8yK4yqPctE7m5B4AaABAg,0tO_l_Ed5Rs,2017-11-16T03:11:00Z,Wish I could like this more than once!,1
UgxwBFewOv-JOT7empF4AaABAg,0tO_l_Ed5Rs,2017-11-16T03:05:07Z,"Awesome job Matthew <3 haters gonna hate <3 keep uploading thank you for sharing a bit of you with every video. I suffer from depression too, and your uploads give me a lot to look forward to each day!",1
Ugy7bO5IeOQTS6iwmkt4AaABAg,0tO_l_Ed5Rs,2017-11-15T23:10:41Z,"Matt, I knew you would have the best verse.",1
UgxGTp3DFD04xk3Ti5N4AaABAg,0tO_l_Ed5Rs,2017-11-16T00:53:38Z,nicely done Matt. Doobie Dave approves!,1
UgwMgUORL5Jlc23OXI94AaABAg,0tO_l_Ed5Rs,2017-11-15T21:49:44Z,Omg........just. Yes. I'm almost speechless.....,1
UgxTnqLLiYbuecZVHvB4AaABAg,0tO_l_Ed5Rs,2017-11-15T17:53:29Z,This doesn't deserve all the dislikes. Not even bad and I can tell he spent a lot of time on it,1
UgzxWV637nxKnfPtwiV4AaABAg,0tO_l_Ed5Rs,2017-11-15T20:28:41Z,This is legit a stab right into Jake Paul’s brain!I legit love it tho!!!,1
UgxIume6l82MK9a9lsF4AaABAg,0tO_l_Ed5Rs,2017-11-15T19:55:04Z,Interesting i hope this works out for you matt,1
UgxgtyACw0fscdy8wPB4AaABAg,0tO_l_Ed5Rs,2017-11-15T17:30:43Z,"I thought this was really good, it put Rice Gum to shame.",1
Ugwai-bmzno0Aw5P_YR4AaABAg,0tO_l_Ed5Rs,2017-11-15T17:30:24Z,Loved it!! All your flows were on point.,1
Ugzz4QWoeUndzYsiHRx4AaABAg,0tO_l_Ed5Rs,2017-11-15T16:26:42Z,Wait a minute this song is pretty good,1
UgxwztOc6PtmqxaOEed4AaABAg,0tO_l_Ed5Rs,2017-11-15T17:03:24Z,Now this is very nice.,1
UgxfJvPaJbTr_fJn9rt4AaABAg,HVjlcUtuENM,2020-07-04T06:06:50Z,What a cute baby!,1
UgxSYtANRTmJDiRTt014AaABAg,0tO_l_Ed5Rs,2017-11-15T15:35:59Z,Great video matt i love this new form of yours,1
UgztfMNZ9DdyMAeeWlF4AaABAg,HVjlcUtuENM,2019-07-26T05:47:55Z,Great story tellers,1
Ugy8Vm9WGHmXpzf6oUd4AaABAg,HVjlcUtuENM,2019-06-06T14:55:18Z,The pics where so good and pretty ,1
UgzXqT0CP4FOYvY-FD94AaABAg,HVjlcUtuENM,2018-07-28T16:43:59Z,Amazing! Congratulations on your little one! This is a great news. You both look very happy. Your story was so good to watch. Thanks for sharing this. Everyone deserves to experience parenthood. Give my love to the little one!,1
UgxQLwi4_Ejbt6T_KhB4AaABAg,HVjlcUtuENM,2018-07-28T15:32:45Z,"Wow, this is cute. Congratulations on your baby. Its good to see surrogacy is spreading happiness in the lives of People. I also had a successful surrogacy treatment from BioTexCom. It was the best journey of my life.",1
Ugzh_G8G5Gs_FkQuQSt4AaABAg,HVjlcUtuENM,2018-06-28T18:30:21Z,You are gonna be such an amazing mom!!!,1
UgxX-ryCkotNcHg4srF4AaABAg,HVjlcUtuENM,2018-06-22T17:42:03Z,Congrats Gigi! Can you make a video of baby enzos closet? I wish you where my mom!,1
UgwyHtSea6UNo8_UmgB4AaABAg,HVjlcUtuENM,2018-07-19T04:13:58Z,Love you guys screw these haters love ya n your personality,1
Ugwxlz3Hg9MJgy_Uuw94AaABAg,HVjlcUtuENM,2018-04-26T05:12:56Z,I'm glad for ya.,1
Ugz_LqqR8k2-PsLu1E94AaABAg,HVjlcUtuENM,2018-04-30T01:26:15Z,Congrats gigi,1
UgzAAAF4Y_uJjErOgMB4AaABAg,HVjlcUtuENM,2018-04-15T19:18:18Z,Love your t shirt...,1
Ugw2ErOa3vc1HFnW4iZ4AaABAg,HVjlcUtuENM,2018-03-11T18:45:36Z,Oh my god that is so good to hear that,1
UgwsnWbQX_o5lhWIZgN4AaABAg,HVjlcUtuENM,2018-02-23T22:19:41Z,"I️ love your relationship, soo cool. ",1
UgwdVM7qWzOTpl1LrJV4AaABAg,HVjlcUtuENM,2018-01-31T11:23:16Z,I'm so happy I subscribed to your channel.. just to have the pleasure to unsubscribe,1
Ugxdr97MujPVcl0rjZp4AaABAg,HVjlcUtuENM,2018-01-20T17:13:26Z,cute,1
